cache_policy_short	cache_percentage	batch_size	unsupervised	dataset_short	sample_type_short	pipeline	Step(average) L1 sample	Step(average) L1 recv	Step(average) L2 feat copy	Step(average) L1 train total	Time.L	Time.R	Time.C	Wght.L	Wght.R	Wght.C	optimal_local_rate	optimal_remote_rate	optimal_cpu_rate	Thpt.L	Thpt.R	Thpt.C	SizeGB.L	SizeGB.R	SizeGB.C	coll_cache:local_cache_rate	coll_cache:remote_cache_rate	coll_cache:global_cache_rate	train_process_time	epoch_time:train_total	epoch_time:copy_time
Cliq_2	6.000000	2000	True	PA_U	3HopRnd	False	0.018052	0.004724	0.161720	0.053837	0.001174	0.028777	0.062584	21.579773	42.689893	35.730333	0.214946	0.429892	0.355163	317.998363	25.664077	9.876882	0.373330	0.738535	0.618135	0.060000	0.120000	0.180000	36.7876	8.990800	27.796800
Rep_2	6.000000	2000	True	PA_U	3HopRnd	False	0.018042	0.004717	0.229527	0.054032	0.001965	0.000003	0.111527	35.838150	0.000000	64.161850	0.359902	0.000000	0.640098	315.521628	0.000000	9.952747	0.620000	0.000000	1.110000	0.060000	0.000000	0.060000	48.1428	9.023300	39.119500
Coll_2	6.000000	2000	True	PA_U	3HopRnd	False	0.018037	0.004712	0.143496	0.053951	0.001003	0.009361	0.063168	18.256638	45.681674	36.061687	0.181347	0.459981	0.358672	314.895158	84.423990	9.876317	0.315840	0.790293	0.623867	0.059722	0.118443	0.178165	33.7614	9.009800	24.751600
Cliq_2	8.000000	2000	True	PA_U	3HopRnd	False	0.018050	0.004713	0.136279	0.053876	0.001337	0.032795	0.047019	24.588489	48.674020	26.737491	0.245086	0.490171	0.264743	318.160703	25.676492	9.837695	0.425381	0.842061	0.462559	0.080000	0.160000	0.240000	32.5437	8.997200	23.546500
Rep_2	8.000000	2000	True	PA_U	3HopRnd	False	0.018051	0.004727	0.207618	0.054015	0.002293	0.000003	0.100733	42.224192	0.000000	57.775808	0.422757	0.000000	0.577243	318.568912	0.000000	9.922483	0.730479	0.000000	0.999521	0.080000	0.000000	0.080000	44.4828	9.020400	35.462400
Coll_2	8.000000	2000	True	PA_U	3HopRnd	False	0.018046	0.004722	0.115975	0.053866	0.001302	0.010169	0.048151	23.941587	48.663295	27.395118	0.238721	0.489828	0.271451	318.117860	82.788376	9.842694	0.414189	0.841875	0.473936	0.079910	0.155562	0.235472	29.1529	8.995600	20.157300
Cliq_2	10.000000	2000	True	PA_U	3HopRnd	False	0.018044	0.004696	0.114554	0.053783	0.001463	0.035911	0.034839	26.897241	53.308458	19.794301	0.268273	0.536546	0.195181	318.060332	25.681165	9.829255	0.465322	0.922236	0.342441	0.100000	0.200000	0.300000	28.8974	8.981800	19.915600
Rep_2	10.000000	2000	True	PA_U	3HopRnd	False	0.018042	0.004717	0.192137	0.054215	0.002595	0.000003	0.091505	47.642702	0.000000	52.357298	0.477314	0.000000	0.522686	317.618015	0.000000	9.898708	0.824219	0.000000	0.905781	0.100000	0.000000	0.100000	41.9294	9.054000	32.875400
Coll_2	10.000000	2000	True	PA_U	3HopRnd	False	0.018033	0.004720	0.090531	0.054180	0.001363	0.010657	0.035499	25.039514	54.790801	20.169685	0.249559	0.551411	0.199030	317.816283	88.944436	9.829447	0.433184	0.947881	0.348936	0.099811	0.196824	0.296634	24.9560	9.048200	15.907800
Cliq_2	15.000000	2000	True	PA_U	3HopRnd	False	0.018052	0.004712	0.081446	0.053866	0.001663	0.040854	0.015617	30.539875	60.693642	8.766483	0.305004	0.610009	0.084987	317.702853	25.701278	9.711222	0.528340	1.050000	0.151660	0.150000	0.300000	0.450000	23.3849	8.995700	14.389200
Rep_2	15.000000	2000	True	PA_U	3HopRnd	False	0.018055	0.004708	0.153783	0.054102	0.003188	0.000003	0.072086	58.799788	0.000000	41.200212	0.589664	0.000000	0.410336	319.082913	0.000000	9.887685	1.017236	0.000000	0.712764	0.150000	0.000000	0.150000	35.5039	9.035100	26.468800
Coll_2	15.000000	2000	True	PA_U	3HopRnd	False	0.018042	0.004717	0.054081	0.054092	0.001582	0.011731	0.016533	28.862220	61.849711	9.288069	0.289354	0.620465	0.090181	315.623518	91.211320	9.718962	0.499316	1.070000	0.160684	0.149802	0.290269	0.440070	18.8537	9.033400	9.820300
Cliq_2	25.000000	2000	True	PA_U	3HopRnd	False	0.018053	0.004700	0.056785	0.053899	0.001812	0.044217	0.002265	32.841289	65.895954	1.262757	0.329903	0.659805	0.010292	313.550936	25.781939	9.644902	0.568154	1.140000	0.021846	0.250000	0.500000	0.750000	19.2699	9.001100	10.268800
Rep_2	25.000000	2000	True	PA_U	3HopRnd	False	0.018055	0.004726	0.101837	0.054059	0.004068	0.000003	0.044745	74.566474	0.000000	25.433526	0.748144	0.000000	0.251856	317.109145	0.000000	9.833501	1.290000	0.000000	0.440000	0.250000	0.000000	0.250000	26.8248	9.027900	17.796900
Coll_2	25.000000	2000	True	PA_U	3HopRnd	False	0.018047	0.004707	0.026829	0.054082	0.002463	0.010494	0.003687	45.104204	52.832596	2.063200	0.450641	0.531145	0.018214	316.809880	87.097761	9.680868	0.780303	0.914004	0.035693	0.249959	0.431505	0.681464	14.2990	9.031700	5.267300
Cliq_2	35.000000	2000	True	PA_U	3HopRnd	False	0.018075	0.004712	0.052764	0.053820	0.001842	0.044786	0.000001	33.526011	66.473988	0.000000	0.333333	0.666667	0.000000	314.875133	25.677667	0.004657	0.580000	1.150000	0.000000	0.333333	0.666667	1.000000	18.5873	8.988000	9.599300
Rep_2	35.000000	2000	True	PA_U	3HopRnd	False	0.018049	0.004728	0.066090	0.054182	0.004641	0.000003	0.026922	84.750384	0.000000	15.249616	0.850288	0.000000	0.149712	315.919336	0.000000	9.799360	1.466182	0.000000	0.263818	0.350000	0.000000	0.350000	20.8758	9.048400	11.827400
Coll_2	35.000000	2000	True	PA_U	3HopRnd	False	0.018061	0.004699	0.025055	0.053879	0.003587	0.012116	0.001564	65.625000	33.511335	0.863665	0.657767	0.335825	0.006408	316.507527	47.849628	9.553329	1.135312	0.579746	0.014941	0.349217	0.448260	0.797477	13.9674	8.997800	4.969600
Cliq_2	0	2000	True	UK	3HopRnd	False	0.003647	0.001527	0.064693	0.082187	0	0	0.064693	0.000000	0.000000	100.000000	None	None	None	nan	nan	10.352381	0.000000	0.000000	0.669727	0	0	0	24.7848	13.725300	11.059500
Rep_2	0	2000	True	UK	3HopRnd	False	0.003631	0.001525	0.064688	0.082130	0	0	0.064688	0.000000	0.000000	100.000000	None	None	None	nan	nan	10.347595	0.000000	0.000000	0.669365	0	0	0	24.7741	13.715700	11.058400
Coll_2	0	2000	True	UK	3HopRnd	False	0.003645	0.001521	0.064652	0.082281	0	0	0.064652	0.000000	0.000000	100.000000	None	None	None	nan	nan	10.354716	0.000000	0.000000	0.669453	0	0	0	24.7925	13.740800	11.051700
Cliq_2	1.000000	2000	True	UK	3HopRnd	False	0.003630	0.001529	0.074756	0.029098	0.000337	0.007712	0.036056	14.767199	29.537320	55.695481	0.148209	0.296418	0.555373	292.910794	25.601842	10.325464	0.098711	0.197441	0.372295	0.010000	0.020000	0.030000	17.5997	4.859400	12.740300
Rep_2	1.000000	2000	True	UK	3HopRnd	False	0.003616	0.001520	0.085728	0.029074	0.000637	0.000002	0.046164	28.630227	0.000000	71.369773	0.286827	0.000000	0.713173	300.726060	0.000000	10.344192	0.191562	0.000000	0.477529	0.010000	0.000000	0.010000	19.4267	4.855400	14.571300
Coll_2	1.000000	2000	True	UK	3HopRnd	False	0.003652	0.001527	0.069630	0.029371	0.000271	0.002551	0.036190	11.855948	32.331354	55.812698	0.119333	0.324106	0.556561	292.788572	84.820444	10.321232	0.079346	0.216377	0.373525	0.009991	0.019850	0.029842	16.7892	4.905000	11.884200
Cliq_2	2.000000	2000	True	UK	3HopRnd	False	0.003613	0.001517	0.062373	0.029313	0.000429	0.009891	0.028020	18.935835	37.881883	43.182282	0.190265	0.380529	0.429206	295.449993	25.635876	10.315595	0.126748	0.253564	0.289043	0.020000	0.040000	0.060000	15.5658	4.895300	10.670500
Rep_2	2.000000	2000	True	UK	3HopRnd	False	0.003648	0.001518	0.074979	0.029393	0.000838	0.000003	0.040285	37.903038	0.000000	62.096962	0.380227	0.000000	0.619773	303.025712	0.000000	10.327055	0.253936	0.000000	0.416025	0.020000	0.000000	0.020000	17.6843	4.908500	12.775800
Coll_2	2.000000	2000	True	UK	3HopRnd	False	0.003644	0.001516	0.055942	0.029476	0.000347	0.003375	0.028099	15.291319	41.387413	43.321268	0.154059	0.415455	0.430486	294.854332	82.051505	10.315786	0.102314	0.276924	0.289863	0.019991	0.039827	0.059818	14.5187	4.922500	9.596200
Cliq_2	3.000000	2000	True	UK	3HopRnd	False	0.003651	0.001520	0.054577	0.028992	0.000487	0.011291	0.022888	21.607286	43.216029	35.176685	0.217174	0.434348	0.348478	297.340221	25.650442	10.299816	0.144805	0.289619	0.235742	0.030000	0.060000	0.090000	14.2107	4.841700	9.369000
Rep_2	3.000000	2000	True	UK	3HopRnd	False	0.003643	0.001518	0.067669	0.029169	0.000972	0.000003	0.036107	44.244762	0.000000	55.755238	0.444786	0.000000	0.555214	304.241416	0.000000	10.320887	0.295723	0.000000	0.372656	0.030000	0.000000	0.030000	16.4262	4.871100	11.555100
Coll_2	3.000000	2000	True	UK	3HopRnd	False	0.003629	0.001525	0.047002	0.029077	0.000398	0.003718	0.022953	17.624555	47.022662	35.352783	0.177877	0.472732	0.349390	296.158527	84.583761	10.300856	0.117871	0.314482	0.236436	0.029829	0.059895	0.089725	12.9605	4.855700	8.104800
Cliq_2	4.000000	2000	True	UK	3HopRnd	False	0.003615	0.001513	0.048879	0.029036	0.000527	0.012248	0.019194	23.488786	46.967352	29.543862	0.236546	0.473092	0.290362	298.101726	25.647523	10.294762	0.157100	0.314131	0.197598	0.040000	0.080000	0.120000	13.2652	4.849000	8.416200
Rep_2	4.000000	2000	True	UK	3HopRnd	False	0.003667	0.001517	0.062024	0.029223	0.001080	0.000003	0.032963	49.213965	0.000000	50.786035	0.494620	0.000000	0.505380	305.148655	0.000000	10.317261	0.329561	0.000000	0.340088	0.040000	0.000000	0.040000	15.4925	4.880400	10.612100
Coll_2	4.000000	2000	True	UK	3HopRnd	False	0.003630	0.001513	0.040883	0.029100	0.000508	0.003595	0.019610	22.655554	47.170610	30.173836	0.228563	0.474674	0.296763	298.389825	87.790116	10.294991	0.151582	0.315605	0.201885	0.039922	0.076817	0.116739	11.9406	4.859700	7.080900
Cliq_2	6.000000	2000	True	UK	3HopRnd	False	0.003635	0.001519	0.041090	0.029032	0.000585	0.013606	0.014124	26.092735	52.189850	21.717415	0.263583	0.527167	0.209250	298.260550	25.650018	10.282116	0.174482	0.348994	0.145225	0.060000	0.120000	0.180000	11.9648	4.848300	7.116500
Rep_2	6.000000	2000	True	UK	3HopRnd	False	0.003644	0.001515	0.053344	0.029473	0.001244	0.000003	0.028033	56.845190	0.000000	43.154810	0.570760	0.000000	0.429240	306.039301	0.000000	10.310114	0.380713	0.000000	0.289023	0.060000	0.000000	0.060000	14.0843	4.922000	9.162300
Coll_2	6.000000	2000	True	UK	3HopRnd	False	0.003646	0.001526	0.032147	0.029077	0.000574	0.003867	0.014604	25.659441	51.907160	22.433399	0.259214	0.524006	0.216781	299.059506	89.799808	10.276508	0.171660	0.347256	0.150078	0.059513	0.114814	0.174327	10.4800	4.855900	5.624100
Cliq_2	8.000000	2000	True	UK	3HopRnd	False	0.003614	0.001515	0.035800	0.029055	0.000626	0.014552	0.010598	27.911732	55.820542	16.267726	0.282374	0.564749	0.152877	298.147963	25.650201	10.264134	0.186641	0.373262	0.108779	0.080000	0.160000	0.240000	11.0846	4.852100	6.232500
Rep_2	8.000000	2000	True	UK	3HopRnd	False	0.003639	0.001519	0.046918	0.028947	0.001360	0.000003	0.024411	62.389581	0.000000	37.610419	0.627868	0.000000	0.372132	306.827321	0.000000	10.304893	0.417285	0.000000	0.251553	0.080000	0.000000	0.080000	12.9240	4.834200	8.089800
Coll_2	8.000000	2000	True	UK	3HopRnd	False	0.003655	0.001525	0.025849	0.029126	0.000678	0.003988	0.010987	30.484742	52.647102	16.868156	0.307822	0.532812	0.159366	300.732278	88.297118	10.268705	0.203896	0.352129	0.112822	0.079727	0.152881	0.232608	9.4364	4.864100	4.572300
Cliq_2	10.000000	2000	True	UK	3HopRnd	False	0.003659	0.001525	0.031623	0.028906	0.000656	0.015281	0.007947	29.275193	58.554762	12.170045	0.296287	0.592573	0.111140	298.834080	25.659290	10.254705	0.196035	0.392100	0.081494	0.100000	0.200000	0.300000	10.3641	4.827400	5.536700
Rep_2	10.000000	2000	True	UK	3HopRnd	False	0.003627	0.001522	0.041773	0.029031	0.001455	0.000003	0.021544	66.826769	0.000000	33.173231	0.672857	0.000000	0.327143	307.231261	0.000000	10.300051	0.447021	0.000000	0.221904	0.100000	0.000000	0.100000	12.0793	4.848200	7.231100
Coll_2	10.000000	2000	True	UK	3HopRnd	False	0.003630	0.001522	0.021289	0.029237	0.000911	0.003389	0.008658	41.321759	45.409585	13.268656	0.416630	0.460951	0.122419	303.624108	89.691603	10.258531	0.276602	0.303965	0.088818	0.099890	0.182401	0.282291	8.6927	4.882500	3.810200
Cliq_2	15.000000	2000	True	UK	3HopRnd	False	0.003638	0.001502	0.025243	0.028879	0.000708	0.016429	0.003633	31.485911	62.971822	5.542267	0.318325	0.636650	0.045025	297.768803	25.664412	10.214527	0.210820	0.421641	0.037109	0.150000	0.300000	0.450000	9.2901	4.822900	4.467200
Rep_2	15.000000	2000	True	UK	3HopRnd	False	0.003642	0.001515	0.032684	0.029042	0.001630	0.000003	0.016414	74.797755	0.000000	25.202245	0.754425	0.000000	0.245575	307.437452	0.000000	10.286807	0.501123	0.000000	0.168848	0.150000	0.000000	0.150000	10.5620	4.849900	5.712100
Coll_2	15.000000	2000	True	UK	3HopRnd	False	0.003658	0.001518	0.013518	0.029293	0.001048	0.003419	0.004199	47.641799	45.935244	6.422957	0.480508	0.465747	0.053744	303.843258	89.798621	10.223788	0.318428	0.307021	0.042930	0.149957	0.273974	0.423931	7.4039	4.892000	2.511900
Cliq_2	25.000000	2000	True	UK	3HopRnd	False	0.003648	0.001525	0.020286	0.029047	0.000749	0.017267	0.000442	33.119225	66.228230	0.652545	0.333015	0.666030	0.000955	295.798043	25.658025	9.876096	0.221553	0.443037	0.004365	0.250000	0.500000	0.750000	8.4940	4.850800	3.643200
Rep_2	25.000000	2000	True	UK	3HopRnd	False	0.003653	0.001524	0.021498	0.029086	0.001847	0.000002	0.010115	84.506324	0.000000	15.493676	0.854793	0.000000	0.145207	306.636395	0.000000	10.265733	0.566357	0.000000	0.103838	0.250000	0.000000	0.250000	8.7027	4.857300	3.845400
Coll_2	25.000000	2000	True	UK	3HopRnd	False	0.003630	0.001525	0.007317	0.029005	0.001465	0.002345	0.001130	66.843734	31.448835	1.707431	0.672985	0.318097	0.008918	305.327432	89.743803	10.111311	0.447305	0.210449	0.011426	0.249818	0.388394	0.638212	6.3214	4.844000	1.477400
Cliq_2	30.000000	2000	True	UK	3HopRnd	False	0.003613	0.001519	0.019866	0.028949	0.000755	0.017340	0.000155	33.261314	66.527007	0.211679	0.333333	0.666667	0.000000	294.701987	25.664896	9.135585	0.222500	0.445029	0.001416	0.300000	0.600000	0.900000	8.4066	4.834500	3.572100
Rep_2	30.000000	2000	True	UK	3HopRnd	False	0.003643	0.001522	0.017710	0.029173	0.001919	0.000003	0.007941	87.848393	0.000000	12.151607	0.888867	0.000000	0.111133	306.199925	0.000000	10.235398	0.587598	0.000000	0.081279	0.300000	0.000000	0.300000	8.0845	4.871900	3.212600
Coll_2	30.000000	2000	True	UK	3HopRnd	False	0.003654	0.001517	0.006440	0.029052	0.001678	0.001660	0.000862	76.706013	21.999796	1.294191	0.771629	0.222974	0.005396	305.958544	88.702466	10.048851	0.513398	0.147246	0.008662	0.299285	0.370745	0.670031	6.1813	4.851700	1.329600
Cliq_2	0	2000	True	CF	3HopRnd	False	0.019638	0.004955	0.352504	0.350049	0	0	0.352504	0.000000	0.000000	100.000000	None	None	None	nan	nan	10.212650	0.000000	0.000000	3.600000	0	0	0	118.1546	58.458100	59.696500
Rep_2	0	2000	True	CF	3HopRnd	False	0.019654	0.004964	0.352572	0.349949	0	0	0.352572	0.000000	0.000000	100.000000	None	None	None	nan	nan	10.210680	0.000000	0.000000	3.600000	0	0	0	118.1507	58.441400	59.709300
Coll_2	0	2000	True	CF	3HopRnd	False	0.019680	0.004965	0.352459	0.350173	0	0	0.352459	0.000000	0.000000	100.000000	None	None	None	nan	nan	10.213954	0.000000	0.000000	3.600000	0	0	0	118.1695	58.478900	59.690600
Cliq_2	1.000000	2000	True	CF	3HopRnd	False	0.019647	0.004964	0.491212	0.072000	0.001075	0.025115	0.258118	8.760308	17.906359	73.333333	0.089560	0.179121	0.731319	293.368459	25.667088	10.227880	0.315371	0.644629	2.640000	0.010000	0.020000	0.030000	94.8863	12.024000	82.862300
Rep_2	1.000000	2000	True	CF	3HopRnd	False	0.019654	0.004962	0.559744	0.072217	0.001439	0.000003	0.310573	11.944444	0.000000	88.055556	0.119285	0.000000	0.880715	298.818624	0.000000	10.206940	0.430000	0.000000	3.170000	0.010000	0.000000	0.010000	106.3669	12.060100	94.306800
Coll_2	1.000000	2000	True	CF	3HopRnd	False	0.019650	0.004958	0.474870	0.072533	0.001019	0.008114	0.258679	8.663814	18.205992	73.130194	0.084751	0.182577	0.732671	306.931965	81.000287	10.205699	0.312764	0.657236	2.640000	0.009986	0.019871	0.029856	92.2449	12.112900	80.132000
Cliq_2	2.000000	2000	True	CF	3HopRnd	False	0.019647	0.004966	0.410332	0.072021	0.001677	0.039414	0.204145	13.888889	28.055556	58.055556	0.140618	0.281236	0.578146	298.151461	25.625412	10.237821	0.500000	1.010000	2.090000	0.020000	0.040000	0.060000	81.3832	12.027500	69.355700
Rep_2	2.000000	2000	True	CF	3HopRnd	False	0.019679	0.004964	0.509307	0.072415	0.002403	0.000003	0.281689	20.000000	0.000000	80.000000	0.201538	0.000000	0.798462	299.625468	0.000000	10.224041	0.720000	0.000000	2.880000	0.020000	0.000000	0.020000	97.9773	12.093200	85.884100
Coll_2	2.000000	2000	True	CF	3HopRnd	False	0.019657	0.004971	0.384463	0.072206	0.001596	0.012999	0.204474	13.055556	28.888889	58.055556	0.133073	0.287671	0.579255	294.486216	80.006154	10.221348	0.470000	1.040000	2.090000	0.019990	0.039901	0.059891	77.0949	12.058500	65.036400
Cliq_2	3.000000	2000	True	CF	3HopRnd	False	0.019647	0.004964	0.351158	0.072057	0.002116	0.049861	0.164855	18.005540	35.457064	46.537396	0.177907	0.355815	0.466278	307.183365	25.671366	10.190774	0.650000	1.280000	1.680000	0.030000	0.060000	0.090000	71.5067	12.033500	59.473200
Rep_2	3.000000	2000	True	CF	3HopRnd	False	0.019663	0.004958	0.468089	0.072405	0.003189	0.000003	0.258044	26.666667	0.000000	73.333333	0.268696	0.000000	0.731304	301.034807	0.000000	10.230813	0.960000	0.000000	2.640000	0.030000	0.000000	0.030000	91.0914	12.091700	78.999700
Coll_2	3.000000	2000	True	CF	3HopRnd	False	0.019635	0.004965	0.318366	0.072175	0.002006	0.016805	0.165011	16.897507	36.288089	46.814404	0.168519	0.364826	0.466655	304.087737	77.952990	10.241741	0.610000	1.310000	1.690000	0.029975	0.059992	0.089966	66.0501	12.053100	53.997000
Cliq_2	4.000000	2000	True	CF	3HopRnd	False	0.019657	0.004975	0.305290	0.072119	0.002455	0.057963	0.134184	20.555556	41.388889	38.055556	0.206892	0.413783	0.379325	301.425662	25.706054	10.209861	0.740000	1.490000	1.370000	0.040000	0.080000	0.120000	63.8590	12.043900	51.815100
Rep_2	4.000000	2000	True	CF	3HopRnd	False	0.019672	0.004962	0.432850	0.072240	0.003853	0.000003	0.237906	32.500000	0.000000	67.500000	0.326234	0.000000	0.673766	303.659486	0.000000	10.214118	1.170000	0.000000	2.430000	0.040000	0.000000	0.040000	85.1795	12.064100	73.115400
Coll_2	4.000000	2000	True	CF	3HopRnd	False	0.019676	0.004969	0.266996	0.073633	0.002212	0.017523	0.135571	18.611111	43.055556	38.333333	0.185840	0.430974	0.383186	302.893309	88.455173	10.179168	0.670000	1.550000	1.380000	0.039943	0.078974	0.118917	57.7159	12.296800	45.419100
Cliq_2	6.000000	2000	True	CF	3HopRnd	False	0.019634	0.004963	0.238586	0.072056	0.002947	0.069731	0.089808	24.801704	49.722222	25.476074	0.248899	0.497798	0.253302	302.972965	25.670075	10.212216	0.892861	1.790000	0.917139	0.060000	0.120000	0.180000	52.7066	12.033200	40.673400
Rep_2	6.000000	2000	True	CF	3HopRnd	False	0.019634	0.004970	0.374173	0.072681	0.004961	0.000004	0.204238	41.944444	0.000000	58.055556	0.421899	0.000000	0.578101	304.374118	0.000000	10.233159	1.510000	0.000000	2.090000	0.060000	0.000000	0.060000	75.4553	12.137600	63.317700
Coll_2	6.000000	2000	True	CF	3HopRnd	False	0.019633	0.004971	0.192690	0.072874	0.002326	0.021994	0.091179	19.420030	54.722222	25.857747	0.195698	0.547162	0.257140	300.567968	89.569883	10.209356	0.699121	1.970000	0.930879	0.059812	0.118038	0.177849	45.1803	12.170000	33.010300
Cliq_2	8.000000	2000	True	CF	3HopRnd	False	0.019680	0.004957	0.194339	0.072138	0.003274	0.077555	0.060231	27.636990	55.277778	17.085232	0.276830	0.553660	0.169511	303.888711	25.659210	10.211824	0.994932	1.990000	0.615068	0.080000	0.160000	0.240000	45.3304	12.047000	33.283400
Rep_2	8.000000	2000	True	CF	3HopRnd	False	0.019658	0.004968	0.326356	0.072341	0.005855	0.000003	0.176899	49.861496	0.000000	50.138504	0.499726	0.000000	0.500274	307.429547	0.000000	10.231827	1.800000	0.000000	1.810000	0.080000	0.000000	0.080000	67.4128	12.081000	55.331800
Coll_2	8.000000	2000	True	CF	3HopRnd	False	0.019641	0.004968	0.143955	0.072577	0.003224	0.023682	0.062283	27.055122	55.277778	17.667101	0.272442	0.552312	0.175246	302.104335	84.030065	10.211705	0.973984	1.990000	0.636016	0.079739	0.155532	0.235271	36.9912	12.120200	24.871000
Cliq_2	10.000000	2000	True	CF	3HopRnd	False	0.019660	0.004958	0.164460	0.072118	0.003491	0.082788	0.040408	29.373644	59.166667	11.459690	0.295584	0.591167	0.113249	302.907812	25.728366	10.209583	1.057451	2.130000	0.412549	0.100000	0.200000	0.300000	40.3374	12.043700	28.293700
Rep_2	10.000000	2000	True	CF	3HopRnd	False	0.019650	0.004968	0.286371	0.072403	0.006609	0.000003	0.153828	56.388889	0.000000	43.611111	0.564972	0.000000	0.435028	307.156907	0.000000	10.206204	2.030000	0.000000	1.570000	0.100000	0.000000	0.100000	60.7458	12.091300	48.654500
Coll_2	10.000000	2000	True	CF	3HopRnd	False	0.019664	0.004957	0.109370	0.072575	0.003145	0.024883	0.042162	26.376953	61.666667	11.956380	0.265542	0.616246	0.118212	301.930147	89.217538	10.208949	0.949570	2.220000	0.430430	0.099944	0.193783	0.293727	31.2136	12.120100	19.093500
Cliq_2	15.000000	2000	True	CF	3HopRnd	False	0.019647	0.004968	0.126315	0.072230	0.003779	0.089524	0.014972	31.864692	63.888889	4.246419	0.319593	0.639186	0.041221	303.553561	25.691435	10.210466	1.147129	2.300000	0.152871	0.150000	0.300000	0.450000	33.9874	12.062300	21.925100
Rep_2	15.000000	2000	True	CF	3HopRnd	False	0.019697	0.004967	0.209284	0.072669	0.008043	0.000003	0.109672	68.888889	0.000000	31.111111	0.690289	0.000000	0.309711	308.342658	0.000000	10.212269	2.480000	0.000000	1.120000	0.150000	0.000000	0.150000	47.9163	12.135700	35.780600
Coll_2	15.000000	2000	True	CF	3HopRnd	False	0.019635	0.004978	0.065964	0.072628	0.004181	0.024069	0.017663	35.268555	59.722222	5.009223	0.353764	0.597407	0.048829	303.675668	89.326520	10.209592	1.269668	2.150000	0.180332	0.149848	0.275012	0.424859	23.9771	12.128900	11.848200
Cliq_2	20.000000	2000	True	CF	3HopRnd	False	0.019641	0.004961	0.112726	0.072220	0.003893	0.091959	0.005896	32.959390	65.373961	1.666649	0.328220	0.656439	0.015341	305.634211	25.663611	10.204548	1.189834	2.360000	0.060166	0.200000	0.400000	0.600000	31.7155	12.060900	19.654600
Rep_2	20.000000	2000	True	CF	3HopRnd	False	0.019660	0.004966	0.155201	0.072404	0.009082	0.000003	0.078662	77.697211	0.000000	22.302789	0.778426	0.000000	0.221574	307.982780	0.000000	10.206966	2.797100	0.000000	0.802900	0.200000	0.000000	0.200000	38.8402	12.091500	26.748700
Coll_2	20.000000	2000	True	CF	3HopRnd	False	0.019658	0.004966	0.048333	0.072652	0.005573	0.020079	0.009201	47.113715	50.277778	2.608507	0.472842	0.502350	0.024808	304.341243	90.143931	10.206092	1.696094	1.810000	0.093906	0.199875	0.327141	0.527016	21.0348	12.132900	8.901900
Cliq_2	0	1000	True	MAG2_H	3HopRnd	False	0.007502	0.002046	0.247330	0.456548	0	0	0.247330	0.000000	0.000000	100.000000	None	None	None	nan	nan	9.016294	0.000000	0.000000	2.230000	0	0	0	117.8902	76.243600	41.646600
Rep_2	0	1000	True	MAG2_H	3HopRnd	False	0.007511	0.002058	0.234807	0.432446	0	0	0.234807	0.000000	0.000000	100.000000	None	None	None	nan	nan	9.497161	0.000000	0.000000	2.230000	0	0	0	111.7759	72.218600	39.557300
Coll_2	0	1000	True	MAG2_H	3HopRnd	False	0.007509	0.002049	0.247378	0.456755	0	0	0.247378	0.000000	0.000000	100.000000	None	None	None	nan	nan	9.014545	0.000000	0.000000	2.230000	0	0	0	117.9334	76.278200	41.655200
Cliq_2	1.000000	1000	True	MAG2_H	3HopRnd	False	0.007502	0.002051	0.349167	0.137559	0.001009	0.027071	0.143343	13.300081	26.161803	60.538117	0.132459	0.264918	0.602623	293.946280	21.551040	9.417969	0.296592	0.583408	1.350000	0.010000	0.020000	0.030000	81.6266	22.972300	58.654300
Rep_2	1.000000	1000	True	MAG2_H	3HopRnd	False	None	None	nan	nan	0	0	nan	nan	nan	nan	0.216083	0.000000	0.783917	nan	nan	nan	nan	0.000000	nan	0.010000	0.000000	0.010000	nan	nan	nan
Coll_2	1.000000	1000	True	MAG2_H	3HopRnd	False	0.007512	0.002054	0.336403	0.138039	0.000912	0.010720	0.144602	11.693789	27.319664	60.986547	0.119171	0.276043	0.604785	285.933645	56.831018	9.405126	0.260771	0.609229	1.360000	0.009949	0.019873	0.029822	79.5757	23.052600	56.523100
Cliq_2	2.000000	1000	True	MAG2_H	3HopRnd	False	None	None	nan	nan	0	0	nan	nan	nan	nan	0.190108	0.380215	0.429677	nan	nan	nan	nan	0.000000	nan	0.020000	0.040000	0.060000	nan	nan	nan
Rep_2	2.000000	1000	True	MAG2_H	3HopRnd	False	0.007505	0.002055	0.367888	0.138328	0.002415	0.000003	0.162640	31.838565	0.000000	68.161435	0.318529	0.000000	0.681471	293.995859	0.000000	9.345794	0.710000	0.000000	1.520000	0.020000	0.000000	0.020000	84.8821	23.100700	61.781400
Coll_2	2.000000	1000	True	MAG2_H	3HopRnd	False	None	None	nan	nan	0	0	nan	nan	nan	nan	0.166823	0.402645	0.430532	nan	nan	nan	nan	0.000000	nan	0.019978	0.039924	0.059902	nan	nan	nan
Cliq_2	3.000000	1000	True	MAG2_H	3HopRnd	False	None	None	nan	nan	0	0	nan	nan	nan	nan	0.230258	0.460516	0.309226	nan	nan	nan	nan	0.000000	nan	0.030000	0.060000	0.090000	nan	nan	nan
Rep_2	3.000000	1000	True	MAG2_H	3HopRnd	False	None	None	nan	nan	0	0	nan	nan	nan	nan	0.397363	0.000000	0.602637	nan	nan	nan	nan	0.000000	nan	0.030000	0.000000	0.030000	nan	nan	nan
